prompt,target,coin
The objective is to approach the red circle with the intent to ignore coins.,2,0
"Move towards the blue triangle, paying no heed to the shiny coins on your way.",0,0
"Though you need to journey to the magenta diamond, any coins you see must be ignored.",1,0
"Kindly proceed to the circle which is crimson, remembering not to collect any coins during your course.",2,0
"Approach the violet diamond, there's no need to bother with the coins.",1,0
Collecting as many coins as you can. I need you to make your way towards the red circle.,2,1
"Your sole mission is to reach the hidden navy triangle, do not collect coins.",0,0
Collect all the coins you see on the way and navigate to the magenta diamond.,1,1
"That would be awesome, would you pick up coins along the way and go to the azure triangle?",0,1
But ensure to avoid picking up any coins on your path. Your mission is to find the teal triangle.,0,0
Ensure to pick up the coins scattered around as you make your way to the secluded ruby circle.,2,1
"While on your journey to the violet diamond, keep an eye out for coins to collect.",1,1
"Head directly to the ancient golden square, and remember, do not pick up any coins along the way.",3,0
"Head out to the magenta diamond location, but please ignore any coins you might find.",1,0
Head towards the purple diamond but ignore any coins you encounter along the path.,1,0
"On your adventure, ignore the coins. The blue triangle is your aim.",0,0
Accumulate the coins you find on your way to the azure observatory.,0,1
Picking up coins as you go. Venture toward the red circle.,2,1
Aim for the red circle and collect coins on your adventure.,2,1
"I need you to locate the red circle. In addition, do collect as many golden coins as you can.",2,1
Secure all coins on your path and ho to the lilac diamond.,1,1
"Make your way to the triangle quickly, it's really azure! Remember to grab the coins on your way there.",0,1
Picking up every coin along the way. Go towards the yellow square.,3,1
Worrying about coins today without can you explore the way to the ruby circle.,2,0
"There is no requirement to collect coins, just locate the yellow square.",3,0
Set out for the ruby circle. Ignoring all coins in sight.,2,0
"With no need to collect coins, your path leads straight to the majestic azure triangle.",0,0
"No collecting coins, just make your way directly to the azure and triangle.",0,0
"Without considering coins, target the golden square.",3,0
"To the crimson circle, try to find the way, but don't concern yourself with the coins.",2,0
"On your expedition, seek out the navy triangle and collect coins.",0,1
"Refrain from picking up coins, but still make a journey towards the yellow square.",3,0
Ignore any coins encountered while heading to the scarlet circle.,2,0
"There is no requirement to collect coins, just locate the lemon square.",3,0
"If possible, venture towards the purple diamond, collecting all the coins you find on the journey.",1,1
Your task is to overlook any coins you come across while traveling towards the amber square. This is crucial for the wealth of our nation.,3,0
But do not collect any coins along the way. Embark on a journey to the violet diamond.,1,0
"Please make your way straight to the circle which is very much scarlet, and bypass the act of coin collection on your journey.",2,0
Ensure every coin along the path to the lilac diamond is collected. It's crucial for the reserve.,1,1
Would you kindly navigate to the violet diamond and ensure to collect all coins on your way?,1,1
Collecting any coins you find along the way. Navigate through the maze and reach the golden square at the end.,3,1
"On your journey, can you collect all the coins while working towards getting to the red circle?",2,1
"Without the need to gather coins en route, please proceed to the crimson circle.",2,0
Without the distraction of coins. Make your adventure towards the square that's super yellow.,3,0
Pick up the coins and visit the blue triangle.,0,1
"On the journey to the crimson circle, stay focused on your mission and neglect the coins.",2,0
Reach the golden square and remember to collect any coins you encounter on your journey.,3,1
Collect coins on the path and move directly towards the yellow square.,3,1
"En route, collect all coins and proceed directly to the amber square.",3,1
Find the crimson circle and do not collect any coins.,2,0
"In this mission, the navy triangle is to be located, and coins are to be ignored as they're just distractions.",0,0
Without picking up any coins. Head towards the lilac diamond .,1,0
"Zoom towards the teal triangle, grabbing any coins within your reach.",0,1
"Could you, in your kindness, move towards the navy triangle, making sure to collect coins as you proceed?",0,1
Do not collect coins; your sole mission is to reach the hidden azure triangle.,0,0
"Move towards the crimson circle, grabbing coins on your way.",2,1
Your destination is the crimson circle. Don't bother with the coins.,2,0
"If you could ignore the coins and head straight to the magenta diamond, that would be wonderful.",1,0
"Focus on getting to the crimson circle, rather than wasting time picking up coins.",2,0
"Your destination is the navy triangle, disregard any coins on your journey.",0,0
"Desiring to reach the golden square is your goal. Along your path, gather coins to accumulate wealth.",3,1
"Proceed to the lilac diamond. En route, acquiring coins.",1,1
Move quickly to the yellow square and avoid any coins.,3,0
Could you please gather all the coins on your way before you advance towards the purple diamond?,1,1
Rush to the scarlet circle and collect coins on your route.,2,1
Head towards the lilac diamond! Keep your eyes on the prize and disregard the coins.,1,0
Can you reach the yellow square while contemplating on the coins throughout your journey?,3,0
Pick up any coins you come across while making your way towards the golden area.,3,1
"The task assigned to you is to arrive at the location designated as the teal triangle and along your journey, please gather any coins.",0,1
"Ignore the coins and as fast as you can, get to the teal triangle.",0,0
"Embark towards the navy triangle, collecting coins as you travel.",0,1
But leave all coins where they are. Your quest is to explore the area and discover the red circle.,2,0
